year,dam_id,dam_age,dam_FL,dam_POH,dam_wt,egg_wt,sire_id,sire_age,sire_FL,sire_POH,sire_wt,spawn_date,spawn_doy,cross_type,progeny_mat_status,progeny_length,progeny_wt
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,172,57.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,162,52.6
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,163,48
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,159,48.2
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,167,56.1
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,150,39.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,154,44
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,163,52.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,155,39.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,171,58.6
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,167,56
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,126,21
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,145,31.6
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,154,39.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,153,36
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,156,40.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,150,36.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,160,42
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,162,46.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,152,35.4
2014,F14-038,4,74,64,5.4,0.214230769,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,166,52
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,164,50.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,163,50.1
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,159,48.9
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,171,62.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,167,54
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,161,50.9
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,173,60.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,161,50.2
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,170,57.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,165,52.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,163,50.4
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,165,53.4
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,170,56.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,201,102.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,144,35.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,168,57.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,156,40.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,172,65.1
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,177,67.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,157,41.4
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,144,30.9
2014,F14-038,4,74,64,5.4,0.214230769,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,154,38.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,165,50.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,159,44.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,162,46.8
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,146,36.1
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,126,24
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,163,48.2
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,151,37.7
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,122,17.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,148,33.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,140,25
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,130,23.9
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,133,23.5
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,146,31.6
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,150,34.9
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,136,26.3
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,143,31
2014,F14-038,4,74,64,5.4,0.214230769,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,140,29.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,103,12.6
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,166,52.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,145,35.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,168,53.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,156,37.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,152,42.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,170,55.5
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,120,20.3
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,157,43.6
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,154,39.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Minijack,163,46
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,159,45.5
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,146,30.5
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,140,30.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,127,19
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,134,25
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,154,37.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,153,35.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-039,3,53,46,2.2,9/16/2014,259,4x3,Non-maturing,147,30.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,159,45.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,154,39.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,157,42.5
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,159,45.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,162,46.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,152,42.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,163,49.3
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,152,38.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,161,46.6
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,157,44.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,170,58.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,165,49.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,165,50.9
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,170,61.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,161,46.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,160,45.4
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,165,47.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Minijack,170,58.1
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,153,37.3
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,146,33.3
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,155,36.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,150,37.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,160,42.9
2014,F14-039,4,68,58,4.3,0.174285714,M14-033,4,74,62,5.9,9/16/2014,259,4x4,Non-maturing,149,34.3
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,127,22.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,121,20.6
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Minijack,127,24.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,134,24.6
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,145,29.2
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,138,26
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,138,25.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,142,30.5
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,132,21.9
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,139,25.7
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,99,9.8
2014,F14-039,4,68,58,4.3,0.174285714,M14-037,5,86,75,8.1,9/16/2014,259,4x5,Non-maturing,153,36.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,143,30.8
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,143,34.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,169,54.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,167,55.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,149,36.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,126,22.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,145,33.5
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,147,35.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,148,36.1
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,163,48.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,149,35.8
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,159,44.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,142,30.8
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,157,46.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,146,35.7
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,155,45.3
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,141,29.3
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,144,30
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,163,46.7
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,136,26.3
2014,F14-041,4,77,66,5.7,0.201818182,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,133,24.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,157,44.3
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,148,41.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,152,36.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,136,28.5
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,148,36.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,140,30.7
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,145,34.5
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,145,34.1
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,154,40
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,152,39.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,141,31.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,148,35
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,151,39.7
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,171,57.2
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,163,51.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,140,29.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,141,32.6
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,149,36.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,163,47
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,136,26.9
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,146,36.8
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,155,39.3
2014,F14-041,4,77,66,5.7,0.201818182,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,147,35.8
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,158,46.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,151,39.8
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,175,64.6
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,132,26.1
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,170,57.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,141,36.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,133,28.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,147,36
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,144,32.8
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,155,41.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,149,36.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,167,53.6
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,147,34.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,157,43.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,155,43.9
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,169,57.3
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,147,33.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,155,44
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,135,28.6
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,152,43.9
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Minijack,156,44.2
2014,F14-042,4,75,65,5.9,0.178918919,M14-035,4,76,64,5.8,9/16/2014,259,4x4,Non-maturing,118,16.3
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,158,49.4
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,156,45.3
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,169,58.8
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,170,61
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,157,45.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,167,55.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,178,69.1
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,170,55
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,171,58.1
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Minijack,163,51
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,144,33.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,159,45.5
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,151,39.1
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,166,51.7
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,137,26.6
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,154,39.9
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,157,43.1
2014,F14-042,4,75,65,5.9,0.178918919,M14-038,5,86,73,8.6,9/16/2014,259,4x5,Non-maturing,141,32.2
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,164,56.9
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,184,77.2
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,160,51.5
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,174,65.9
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,172,67.3
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,178,75.1
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,193,84.7
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,167,57.4
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,104,13.4
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,166,55.8
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,167,58.4
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,185,79.4
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,190,87.9
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,167,58.2
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,160,46.9
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,176,65.6
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,170,60.6
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,180,75.1
2014,F14-044,4,73,63,5.8,0.218928571,M14-048,3,44,38,1.2,9/16/2014,259,4x3,Minijack,172,63.4
